0 0 0 0 0.22372847719361605 0.0
1 0 1 0 0.22372371921260878 0.0
2 0 2 0 0.2306234229784157 0.0
3 0 3 0 0.2525790863463123 0.0
4 0 4 0 0.22372865942909353 0.0
5 0 5 0 0.25257928506499727 0.0
6 0 6 0 0.2306235749894014 0.0
7 0 7 0 0.22372369992044924 0.0
8 0 8 0 0.2525792415119505 0.0
9 0 9 0 0.3172561866247976 0.0
10 0 10 0 0.22372551854024625 0.0
11 0 11 0 0.2526094996011954 0.0
12 0 12 0 0.22372549786088167 0.0
13 0 13 0 0.3172566929189662 0.0
14 0 14 0 0.2525794461404882 0.0
15 0 15 0 0.2525970042510801 0.0
16 0 16 0 0.2526114758406382 0.0
17 0 17 0 0.2237235047392898 0.0
18 0 18 0 0.23064668857810938 0.0
19 0 19 0 0.22372348684861532 0.0
20 0 20 0 0.25261146986394933 0.0
21 0 21 0 0.25256408291439797 0.0
22 0 22 0 0.49702696688695636 0.0
23 0 23 0 0.25256386641650796 0.0
24 0 24 0 0.22372595703954212 0.0
25 0 25 0 0.2372049428406317 0.0
26 0 26 0 0.22372597353470627 0.0
27 0 27 0 0.22372643556213728 0.0
28 0 28 0 0.2525801504817108 0.0
29 0 29 0 0.3171792714223448 0.0
30 0 30 0 0.2525803610871155 0.0
31 0 31 0 0.2237264341606957 0.0
0 1 0 1 0.4968984543484211 0.0
1 1 1 1 0.4969391270989013 0.0
2 1 2 1 0.49715682127480376 0.0
3 1 3 1 0.4967552604226548 0.0
4 1 4 1 0.4974058349080376 0.0
5 1 5 1 0.49675526020415 0.0
6 1 6 1 0.4971568216206641 0.0
7 1 7 1 0.49693912814389596 0.0
8 1 8 1 0.49713939021207765 0.0
9 1 9 1 0.4968912789446872 0.0
10 1 10 1 0.49740622946438695 0.0
11 1 11 1 0.49675522699539476 0.0
12 1 12 1 0.49740623206124973 0.0
13 1 13 1 0.49689127646700704 0.0
14 1 14 1 0.4971393915228872 0.0
15 1 15 1 0.4979495396758753 0.0
16 1 16 1 0.4971391589020547 0.0
17 1 17 1 0.4969393391595789 0.0
18 1 18 1 0.497156874118642 0.0
19 1 19 1 0.496939338819245 0.0
20 1 20 1 0.49713916172372785 0.0
21 1 21 1 0.49794980001754585 0.0
22 1 22 1 0.4959998406917998 0.0
23 1 23 1 0.49794980172945136 0.0
24 1 24 1 0.4968984295077147 0.0
25 1 25 1 0.49679653587765876 0.0
26 1 26 1 0.49689842966962217 0.0
27 1 27 1 0.4969391788724943 0.0
28 1 28 1 0.4971389614060894 0.0
29 1 29 1 0.49689165518438383 0.0
30 1 30 1 0.4971389598952215 0.0
31 1 31 1 0.4969391802578236 0.0
