0.000000000000000000e+00 4.631306533666754155e-01
1.670000000000000095e-01 4.631306992795041766e-01
3.330000000000000182e-01 4.631307121106477687e-01
5.000000000000000000e-01 4.631219261993854142e-01
6.670000000000000373e-01 4.629682709424599585e-01
8.329999999999999627e-01 4.622081230287680698e-01
1.000000000000000000e+00 4.601175816221129700e-01
1.167000000000000037e+00 4.559720022974322884e-01
1.332999999999999963e+00 4.491902217752823390e-01
1.500000000000000000e+00 4.391379820273448864e-01
1.667000000000000037e+00 4.253017595401967221e-01
1.832999999999999963e+00 4.071854732645986408e-01
2.000000000000000000e+00 3.837699351732939412e-01
2.166999999999999815e+00 3.539787145618409347e-01
2.333000000000000185e+00 3.161555912123493184e-01
2.500000000000000000e+00 2.662309632131955595e-01
2.666999999999999815e+00 1.953827793142925151e-01
2.833000000000000185e+00 4.641689023694162142e-02
3.000000000000000000e+00 1.386781434722927919e-05
3.166999999999999815e+00 6.415072784288211594e-06
3.333000000000000185e+00 2.234305820386639496e-06
3.500000000000000000e+00 5.696354310469331494e-07
3.666999999999999815e+00 1.084541275120365356e-07
3.833000000000000185e+00 1.572758973056309628e-08
4.000000000000000000e+00 2.040089319699234238e-09
4.166999999999999815e+00 2.110671082355963790e-10
4.333000000000000185e+00 1.766498058941579075e-11
4.500000000000000000e+00 1.208644295758176668e-12
4.666999999999999815e+00 6.827871601444712724e-14
4.833000000000000185e+00 3.219646771412953967e-15
5.000000000000000000e+00 1.110223024625156540e-16
