0.000000000000000000e+00 4.259204821501385019e-01
1.000000000000000056e-01 4.259205776927492137e-01
2.000000000000000111e-01 4.259206302446169601e-01
2.999999999999999889e-01 4.259156978775258118e-01
4.000000000000000222e-01 4.258180144201410555e-01
5.000000000000000000e-01 4.252966999522856395e-01
5.999999999999999778e-01 4.238027624814100225e-01
6.999999999999999556e-01 4.207444153056828506e-01
8.000000000000000444e-01 4.155889350028530993e-01
9.000000000000000222e-01 4.078667434885237530e-01
1.000000000000000000e+00 3.971317946614421057e-01
1.100000000000000089e+00 3.829045329925934160e-01
1.199999999999999956e+00 3.646007525023246543e-01
1.300000000000000044e+00 3.414249183624107897e-01
1.399999999999999911e+00 3.121770321168231277e-01
1.500000000000000000e+00 2.748232855229443827e-01
1.600000000000000089e+00 2.252710434927911454e-01
1.699999999999999956e+00 1.519120542589984524e-01
1.800000000000000044e+00 3.424434747045235206e-04
1.899999999999999911e+00 1.223828607949117853e-05
2.000000000000000000e+00 5.685484044531952108e-06
2.100000000000000089e+00 2.070817190003015895e-06
2.200000000000000178e+00 5.730104025158944125e-07
2.299999999999999822e+00 1.222889084995237852e-07
2.399999999999999911e+00 2.041083529968901189e-08
2.500000000000000000e+00 2.698785417365456851e-09
2.600000000000000089e+00 2.860742198684818050e-10
2.700000000000000178e+00 2.458011572059604077e-11
2.799999999999999822e+00 2.064293180836784813e-12
2.899999999999999911e+00 1.451061493185079598e-13
3.000000000000000000e+00 8.715250743307478842e-15
