0.000000000000000000e+00 4.899381775449346277e-01
2.330000000000000127e-01 4.899381849267855360e-01
4.670000000000000262e-01 4.899381887547952785e-01
6.999999999999999556e-01 4.899381718813721753e-01
9.330000000000000515e-01 4.899356343229448463e-01
1.167000000000000037e+00 4.899025078769049801e-01
1.399999999999999911e+00 4.897408690438415646e-01
1.633000000000000007e+00 4.892669579556924164e-01
1.866999999999999993e+00 4.882391154102266317e-01
2.100000000000000089e+00 4.864224298321749851e-01
2.333000000000000185e+00 4.835892282658847963e-01
2.567000000000000171e+00 4.795200689762419421e-01
2.799999999999999822e+00 4.740709336372340155e-01
3.032999999999999918e+00 4.670606531979796805e-01
3.266999999999999904e+00 4.582826343525278623e-01
3.500000000000000000e+00 4.476344846980916392e-01
3.733000000000000096e+00 4.348816824226600652e-01
3.967000000000000082e+00 4.197123623994858943e-01
4.200000000000000178e+00 4.019486429732846977e-01
4.432999999999999829e+00 3.811246628427654159e-01
4.666999999999999815e+00 3.565601551732182628e-01
4.900000000000000355e+00 3.276232405287743954e-01
5.133000000000000007e+00 2.928702278395147740e-01
5.366999999999999993e+00 2.496536957577902838e-01
5.599999999999999645e+00 1.928445339269588277e-01
5.833000000000000185e+00 1.012705571110711911e-01
6.067000000000000171e+00 2.828502189328174765e-05
6.299999999999999822e+00 1.114625298145877075e-05
6.533000000000000362e+00 5.765747543851063028e-06
6.767000000000000348e+00 2.375941271004489153e-06
7.000000000000000000e+00 7.895734587259894965e-07
