0 0 0 0 0.1477546861959619 0.0
0 0 1 0 0.16113783081328936 0.0
0 0 2 0 0.04173527985757315 0.0
0 0 3 0 0.1611378220448878 0.0
0 0 4 0 0.16113782495473095 0.0
0 0 5 0 0.041735283398105845 0.0
0 0 6 0 -0.04323826715348385 0.0
0 0 7 0 0.04173527351937559 0.0
0 0 8 0 0.04173528233624711 0.0
0 0 9 0 -0.04323826645694781 0.0
0 0 10 0 -0.06428412220203705 0.0
0 0 11 0 -0.043238267577080915 0.0
0 0 12 0 0.16113783111956848 0.0
0 0 13 0 0.04173528487446651 0.0
0 0 14 0 -0.04323826732309219 0.0
0 0 15 0 0.04173528114828467 0.0
0 1 0 1 0.8522453138004066 0.0
0 1 1 1 0.1611378308210052 0.0
0 1 2 1 -0.04173527985034609 0.0
0 1 3 1 0.1611378220458305 0.0
0 1 4 1 0.16113782495354795 0.0
0 1 5 1 -0.0417352834228103 0.0
0 1 6 1 -0.04323826715429366 0.0
0 1 7 1 -0.04173527351344763 0.0
0 1 8 1 -0.041735282325576877 0.0
0 1 9 1 -0.04323826645737609 0.0
0 1 10 1 0.06428412222274797 0.0
0 1 11 1 -0.04323826757779147 0.0
0 1 12 1 0.16113783112745061 0.0
0 1 13 1 -0.041735284882425984 0.0
0 1 14 1 -0.04323826732330133 0.0
0 1 15 1 -0.04173528117629246 0.0
