# # kx/pi  ky/pi  kz/pi  ene_spin0  ene_spin1
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.500000000000000000e+00 3.500000000000000000e+00 -2.500000000000000000e+00 3.500000000000000000e+00
-2.886751345949591374e-01 5.773502691899182748e-01 0.000000000000000000e+00 -1.736067977499789805e+00 2.736067977499789805e+00 -1.736067977499789805e+00 2.736067977499789805e+00
5.773502691899182748e-01 -1.154700538379836550e+00 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
2.886751345949591374e-01 -5.773502691899182748e-01 0.000000000000000000e+00 -1.736067977499789805e+00 2.736067977499789805e+00 -1.736067977499789805e+00 2.736067977499789805e+00
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.736067977499789805e+00 2.736067977499789805e+00 -1.736067977499789805e+00 2.736067977499789805e+00
2.113248654050408626e-01 5.773502691899182748e-01 0.000000000000000000e+00 -1.736067977499789805e+00 2.736067977499789805e+00 -1.736067977499789805e+00 2.736067977499789805e+00
1.077350269189918164e+00 -1.154700538379836550e+00 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
7.886751345949590819e-01 -5.773502691899182748e-01 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
-1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
-1.288675134594959193e+00 5.773502691899182748e-01 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
-4.226497308100817252e-01 -1.154700538379836550e+00 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
-7.113248654050409181e-01 -5.773502691899182748e-01 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
-5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.736067977499789805e+00 2.736067977499789805e+00 -1.736067977499789805e+00 2.736067977499789805e+00
-7.886751345949590819e-01 5.773502691899182748e-01 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
7.735026918991824707e-02 -1.154700538379836550e+00 0.000000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00 -5.000000000000000000e-01 1.500000000000000000e+00
-2.113248654050408626e-01 -5.773502691899182748e-01 0.000000000000000000e+00 -1.736067977499789805e+00 2.736067977499789805e+00 -1.736067977499789805e+00 2.736067977499789805e+00
